PG.MolecularWeight,PG.NrOfStrippedSequencesIdentified (Experiment-wide),PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,[1] 20251205_SR_saliva_set2_#1.raw.PG.NrOfStrippedSequencesIdentified,[2] 20251205_SR_saliva_set2_#2.raw.PG.NrOfStrippedSequencesIdentified,[3] 20251205_SR_saliva_set2_#3.raw.PG.NrOfStrippedSequencesIdentified,[4] 20251205_SR_saliva_set2_#4.raw.PG.NrOfStrippedSequencesIdentified,[5] 20251205_SR_saliva_set2_#5.raw.PG.NrOfStrippedSequencesIdentified,[6] 20251205_SR_saliva_set2_#6.raw.PG.NrOfStrippedSequencesIdentified,[7] 20251205_SR_saliva_set2_#7.raw.PG.NrOfStrippedSequencesIdentified,[8] 20251205_SR_saliva_set2_#8.raw.PG.NrOfStrippedSequencesIdentified,[9] 20251205_SR_saliva_set2_#9.raw.PG.NrOfStrippedSequencesIdentified,[10] 20251205_SR_saliva_set2_#10.raw.PG.NrOfStrippedSequencesIdentified,[11] 20251205_SR_saliva_set2_#11.raw.PG.NrOfStrippedSequencesIdentified,[12] 20251205_SR_saliva_set2_#12.raw.PG.NrOfStrippedSequencesIdentified,[13] 20251205_SR_saliva_set2_#13.raw.PG.NrOfStrippedSequencesIdentified,[1] 20251205_SR_saliva_set2_#1.raw.PG.Quantity,[2] 20251205_SR_saliva_set2_#2.raw.PG.Quantity,[3] 20251205_SR_saliva_set2_#3.raw.PG.Quantity,[4] 20251205_SR_saliva_set2_#4.raw.PG.Quantity,[5] 20251205_SR_saliva_set2_#5.raw.PG.Quantity,[6] 20251205_SR_saliva_set2_#6.raw.PG.Quantity,[7] 20251205_SR_saliva_set2_#7.raw.PG.Quantity,[8] 20251205_SR_saliva_set2_#8.raw.PG.Quantity,[9] 20251205_SR_saliva_set2_#9.raw.PG.Quantity,[10] 20251205_SR_saliva_set2_#10.raw.PG.Quantity,[11] 20251205_SR_saliva_set2_#11.raw.PG.Quantity,[12] 20251205_SR_saliva_set2_#12.raw.PG.Quantity,[13] 20251205_SR_saliva_set2_#13.raw.PG.Quantity,[1] 20251205_SR_saliva_set2_#1.raw.PG.IBAQ,[2] 20251205_SR_saliva_set2_#2.raw.PG.IBAQ,[3] 20251205_SR_saliva_set2_#3.raw.PG.IBAQ,[4] 20251205_SR_saliva_set2_#4.raw.PG.IBAQ,[5] 20251205_SR_saliva_set2_#5.raw.PG.IBAQ,[6] 20251205_SR_saliva_set2_#6.raw.PG.IBAQ,[7] 20251205_SR_saliva_set2_#7.raw.PG.IBAQ,[8] 20251205_SR_saliva_set2_#8.raw.PG.IBAQ,[9] 20251205_SR_saliva_set2_#9.raw.PG.IBAQ,[10] 20251205_SR_saliva_set2_#10.raw.PG.IBAQ,[11] 20251205_SR_saliva_set2_#11.raw.PG.IBAQ,[12] 20251205_SR_saliva_set2_#12.raw.PG.IBAQ,[13] 20251205_SR_saliva_set2_#13.raw.PG.IBAQ
96392.9,1,O08785,Clock,Mus musculus,Circadian locomoter output cycles protein kaput,1,1,1,1,1,1,1,1,1,1,1,1,1,39727.70313,635468.75,18907.41992,56763.76172,19903.25195,12186.6709,29138.78516,70293.69531,80032.83594,54851.51953,26865.33789,32225.99219,32716.51563,1281.5,20499,609.9,1831.1,642,393.1,940,2267.5,2581.7,1769.4,866.6,1039.5,1055.4
58792.74,7,O08795,Prkcsh,Mus musculus,Glucosidase 2 subunit beta,7,7,7,7,7,7,7,6,6,6,7,6,7,326636.3438,349290.4375,321837.125,282881.875,226235.8438,285169.1563,311047.5625,193273.2031,338159.125,229486.5469,209821.8906,267080.25,212598.2188,50700.898,74027.898,62293.699,46805.699,36478.898,45263.801,50190.398,29882.699,46130.699,31157.301,33403.301,36292.801,32231
31052.52,3,O08807,Prdx4,Mus musculus,Peroxiredoxin-4,3,3,3,3,3,3,3,3,3,3,3,3,3,61983.75391,72266.28125,60906.0625,56379.74609,24097.12305,45183.29297,37349.01953,40677.99609,24963.41602,32180.65625,46827.87891,37837.625,28418.26953,12084.4,14249.3,11777.3,10956.2,4297.9,8717.3,7343.5,8387.1,5285.8,6014.8,9048.1,6498.8,5613.4
139343.31,4,O08808,Diaph1,Mus musculus,Protein diaphanous homolog 1,2,1,2,2,4,4,3,3,1,3,4,2,3,6808.283691,14646.97461,11047.04297,14454.49414,18613.57227,22208.40625,14809.26855,11727.05957,10087.31641,9709.803711,11522.43262,13907.82031,9335.904297,233.6,404,429.2,749.9,834.1,1011.2,558.4,476.6,95.1,147.4,492.4,492,376.4
66554.89,6,O08832,Galnt4,Mus musculus,Polypeptide N-acetylgalactosaminyltransferase 4,6,6,6,6,5,6,6,6,6,6,6,6,5,41474.66016,61467.15625,46435.39453,46287.69531,21863.28711,42083.41406,68359.60938,47853.50391,62532.05469,47124.64453,32314.66211,41273.81641,29097.12109,6668.8,11152.1,8104.7,7652.6,3057.7,6819,10530,7494.2,8641.9,5995.4,4274.8,5960.4,4194
64254.99,6,O08912,Galnt1,Mus musculus,Polypeptide N-acetylgalactosaminyltransferase 1,5,6,5,5,5,5,4,6,5,5,6,6,5,101241.6875,116087.3594,71430.71875,60292.79297,32251.32813,58895.67188,134135.5469,99895.125,119433.4453,69594.28906,48051.93359,79155.32031,60672.13672,10855.4,13927.3,7897.7,8360.5,5157.6,6383.8,11656.9,10735.6,11833.6,8912.3,5854.7,10277.2,7691.1
32379.35,4,O08992,Sdcbp,Mus musculus,Syntenin-1,3,4,4,3,3,3,3,4,4,4,3,4,4,172592.2188,136075.1563,183414.5625,186215.9375,108297.2344,104293.5781,162395.6563,159456.1719,198782.2188,158162.75,127752.0234,141879.875,132479.625,44622.199,49409.199,52650.5,55592.102,30304.6,32611.699,45405,40899.699,53396.602,41058.301,36088.301,40953.102,35332.801
7338.42,2,O08997,Atox1,Mus musculus,Copper transport protein ATOX1,1,0,1,1,2,1,0,0,0,0,1,1,1,5127.767578,NaN,17461.52148,14983.82031,57367.76172,32858.89063,NaN,NaN,NaN,NaN,18264.38672,4244.303711,4321.716309,1281.9,NaN,4365.4,3746,17775,8214.7,NaN,NaN,NaN,NaN,4566.1,1061.1,1080.4
41952.17,6,O09010,Lfng,Mus musculus,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",3,5,4,4,4,4,6,3,5,6,3,5,5,38514.39453,40849.60156,35969.95703,36184.75,20697.95313,38894.57031,54096.58984,24803.34375,29833.33008,31499.0918,23627.53906,39111.51953,20261.875,5546.8,7832.1,6102.6,6477.1,3915,7187.5,9154.8,4461.6,5921.9,7374.7,3368.3,8360.1,3566.4
19306.96,7,O09049,Reg3g,Mus musculus,Regenerating islet-derived protein 3-gamma,4,3,3,5,6,7,4,4,3,5,5,4,4,517894.9375,275372,221713.7969,664226.1875,816393,682015.3125,681087.8125,638063.3125,131466.6406,378001.4375,414227,403176.7188,365781.5625,273827.094,127107.797,109847.602,287864,373380.094,264113,282160.188,285538.688,61369.898,163281.5,193853.594,175062.203,184806.5
26372.15,7,O09061,Psmb1,Mus musculus,Proteasome subunit beta type-1,6,4,5,5,7,5,7,7,7,7,7,6,7,57777.96875,59703.44531,72258.92969,81655.70313,172124.2969,92837.55469,84877.99219,97686.27344,104525.1875,91652.02344,105191.7656,85338.03906,84379.15625,30936.1,18935.801,29092.9,34287.602,75932.297,39948.699,46106.5,50587.898,55000.199,34876,48404.801,35902.199,41919.699
21066.08,2,O09114,Ptgds,Mus musculus,Prostaglandin-H2 D-isomerase,2,2,2,2,2,2,1,2,0,2,2,2,2,11537.22168,11446.41699,15725.74512,57190.03125,37231.88672,11743.73828,23715.33789,28178.90625,NaN,11812.12207,25341.30664,14397.6582,20641.58594,3231.5,2997.4,4776.4,16817,10553.8,3336.5,4073.8,6469.5,NaN,3418,8338.7,5299,5775.2
25241.25,3,O09116,Sprr3,Mus musculus,Small proline-rich protein 3,3,1,2,1,3,3,2,2,1,3,2,2,3,61383.70703,25091.39844,45741.1875,16429.0625,34415.90625,32715.19922,13570.43066,19047.77734,12098.63281,58839.82813,32449.81445,36781.9375,42699.67969,12297.5,3739.8,9112.9,2448.7,6682.2,5997.3,2263.3,3332.3,1803.3,10125,5700.3,6524.7,8178.8
67810.32,2,O09118,Ntn1,Mus musculus,Netrin-1,1,2,2,2,1,2,1,1,1,1,2,2,2,18520.50977,35547.97266,51275.23828,46957.35547,35216.53125,15194.46973,16747.29102,15244.09277,19120.32031,11003.86719,28355.64453,7979.98584,9657.758789,597.4,2497.3,3467.5,3258.4,1136,1064.5,587.7,534.9,671,386.1,2105.4,534.4,767.2
27497.61,11,O09131,Gsto1,Mus musculus,Glutathione S-transferase omega-1,11,10,11,9,11,11,11,9,8,10,11,9,9,2832336.25,1044193.125,1250474.125,1213995.875,3542058.5,1739950.5,1135824.625,1381462.375,1204135.25,2297938.25,2006678.5,1457358.875,1559141.75,445323.812,201110.594,256430.5,213870.406,490326.406,298795.688,296745.188,289819.688,316156,430437.5,324749.812,292262.188,314921.312
114648.3,23,O09159,Man2b1,Mus musculus,Lysosomal alpha-mannosidase,18,21,19,23,18,17,20,22,20,20,21,21,22,274242.8125,768859.3125,701217.0625,1957168.375,285787.8438,187309.4844,349630.2813,1473815.125,812765.25,278340.9375,576960.625,497360.125,520074.5313,43221.5,128909.797,118197.102,335891,43440.5,33261.301,54931.398,243315.5,138727.797,46233,100353.797,81534.203,87154.398
27391.9,1,O09164,Sod3,Mus musculus,Extracellular superoxide dismutase [Cu-Zn],1,1,0,0,1,1,1,1,0,1,1,1,1,9159.347656,5803.423828,NaN,NaN,137458.3281,11224.62598,12705.67676,6327.678711,NaN,9397.249023,40975.98438,3987.89624,36755.71094,704.6,446.4,NaN,NaN,10573.7,863.4,977.4,486.7,NaN,722.9,3152,306.8,2827.4
30534.81,4,O09172,Gclm,Mus musculus,Glutamate--cysteine ligase regulatory subunit,0,0,1,1,4,1,1,0,0,1,3,0,3,NaN,NaN,2313.768799,1761.532959,72478.5625,3244.912598,7966.818848,NaN,NaN,933.5379639,29595.40039,NaN,13501.43457,NaN,NaN,156.5,119.1,20568,323.7,538.7,NaN,NaN,87.9,8178.9,NaN,3374.1
42098.62,1,O35188,Cx3cl1,Mus musculus,Fractalkine,1,1,1,1,1,1,1,1,1,1,1,1,1,9337.196289,16565.92578,16335.48145,20452.61328,19935.81055,8917.457031,30202.94336,43933.375,14053.54883,46817.01563,10005.13965,26040.02344,10309.37402,424.4,753,742.5,929.7,906.2,405.3,1372.9,1997,638.8,2128,454.8,1183.6,468.6
13077.2,2,O35215,Ddt,Mus musculus,D-dopachrome decarboxylase,1,1,1,2,2,2,1,1,1,1,2,1,1,28829.07031,20493.69727,36682.41406,18856.16016,151458.6094,20925.16016,30452.44336,52973.68359,30858.67383,53630.53516,65565.9375,40174.34375,43722.75,2882.9,2049.4,3668.2,2225.8,19331.699,2743.1,3045.2,5297.4,3085.9,5363.1,7964.5,4017.4,4372.3
40703.68,2,O35226,Psmd4,Mus musculus,26S proteasome non-ATPase regulatory subunit 4,0,0,1,2,2,2,1,1,0,0,2,1,1,NaN,NaN,3782.050781,10979.19238,45033.91797,5186.924805,13259.73242,9856.883789,NaN,NaN,8209.326172,6534.893066,10681.11133,NaN,NaN,165.4,36327.398,47011.102,33280.801,579.8,431,NaN,NaN,29545,285.8,467.1
91006.9,2,O35286,Dhx15,Mus musculus,ATP-dependent RNA helicase DHX15,0,1,2,0,2,2,0,0,1,0,2,1,2,NaN,12681.5791,2986.107422,NaN,15380.68652,18851.02734,NaN,NaN,17940.4043,NaN,13670.39648,17322.54883,10799.34473,NaN,337.5,140.3,NaN,742.2,850.7,NaN,NaN,477.4,NaN,589.7,461,492.8
17513.55,4,O35292,Rnase2b,Mus musculus,Ribonuclease 2B,3,4,4,2,3,3,4,4,3,4,3,3,4,96486.1875,86454.76563,87057.79688,86020.35156,36597.05469,93967.02344,93888.65625,59497.86719,105320.3438,167468.1094,59608.35547,124864.5391,83509.3125,43002.301,40179.699,39203.102,38240.5,57107.102,42055.398,44215.801,29503.4,47913.102,73953.203,28889.301,58463.398,40995
33901.38,2,O35295,Purb,Mus musculus,Transcriptional regulator protein Pur-beta,0,1,0,1,2,0,0,0,0,0,0,0,0,NaN,6960.871094,NaN,4705.522461,25394.55859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,535.5,NaN,362,2746.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35899.38,6,O35310,Hs3st1,Mus musculus,Heparan sulfate glucosamine 3-O-sulfotransferase 1,4,3,3,3,3,5,4,4,5,5,3,5,4,20832.89453,34681.6875,24616.93555,20421.34961,15832.05371,24302.16406,36150.47656,36069.35938,67077.875,39905.01953,13741.14746,26935.66211,30465.75586,5332,7989.3,5534.4,4501.8,3934.5,6368.1,9939.2,9885.2,17778.5,12093.5,3117.9,8038.6,8196.2
82106.33,19,O35350,Capn1,Mus musculus,Calpain-1 catalytic subunit,15,12,14,12,19,17,18,16,13,17,18,19,19,75625.59375,47086.69922,52559.96484,38118.77734,108845.5234,92922.14063,66434.25,53910.6875,51871.05469,68106.89063,66088.9375,58970.67578,50915.78906,17113,9671.1,11513.9,6075.4,24783.801,20307.1,16268.3,11256.9,11536.9,15951.7,14892.3,13939.8,12130.5
28537.55,1,O35381,Anp32a,Mus musculus,Acidic leucine-rich nuclear phosphoprotein 32 family member A,0,0,1,1,1,1,1,1,0,1,1,1,1,NaN,NaN,9803.668945,15706.24707,40978.0625,30640.99023,8117.682129,13607.7666,NaN,25390.76953,31513.52344,19427.73438,23274.23438,NaN,NaN,1089.3,1745.1,4553.1,3404.6,902,1512,NaN,2821.2,3501.5,2158.6,2586
38347.01,1,O35400,Sult2b1,Mus musculus,Sulfotransferase 2B1,1,0,0,0,0,0,1,1,0,1,0,0,1,3139.099854,NaN,NaN,NaN,NaN,NaN,5976.26709,7936.60791,NaN,22040.39844,NaN,NaN,10331.57324,149.5,NaN,NaN,NaN,NaN,NaN,284.6,377.9,NaN,1049.5,NaN,NaN,492
54389.03,2,O35405,Pld3,Mus musculus,5'-3' exonuclease PLD3,2,2,2,2,2,2,2,2,1,2,2,2,2,113664.2656,107694.6016,97652.57813,79348.69531,70877.32031,118047.3125,119212.3281,151400.0156,161596.1094,137001.8594,76700.36719,100083.25,72289.44531,12676.3,11966.1,10707.9,9375.4,7439.1,13400.8,12620.5,18884.699,13491.6,15401.1,8358.7,11287.6,7754.2
34366.27,3,O35448,Ppt2,Mus musculus,Lysosomal thioesterase PPT2,3,3,3,3,2,3,3,3,3,3,2,3,2,117827.2344,124477.9297,75657.67188,99788.30469,35624.53516,60149.08984,74251.11719,73023.54688,131363.4531,90777.78125,66133.80469,98794.51563,47634.37109,26138,27412.5,16428.301,21509.6,6249.2,12653.3,16726.699,16580.6,29915.4,20721.1,11639.6,21753.1,8382.1
76007.44,2,O35451,Atf6b,Mus musculus,Cyclic AMP-dependent transcription factor ATF-6 beta,1,1,1,1,1,2,1,1,1,1,1,1,2,26531.79492,26276.82227,41778.71484,24737.42969,12119.32129,26085.08984,17442.63672,14968.9707,8440.428711,9971.983398,4991.590332,13068.79004,29321.01172,855.9,847.6,1347.7,798,390.9,6294.3,562.7,482.9,272.3,321.7,161,421.6,1403.6
34577.03,3,O35593,Psmd14,Mus musculus,26S proteasome non-ATPase regulatory subunit 14,1,0,1,1,3,2,0,0,0,0,3,0,3,10751.69727,NaN,6165.501953,3470.708496,46839.5625,12236.81445,NaN,NaN,NaN,NaN,16197.26172,NaN,8000.034668,406.5,NaN,233.1,224.5,10148.6,1719.1,NaN,NaN,NaN,NaN,3453.5,NaN,1897.4
83968.11,1,O35598,Adam10,Mus musculus,Disintegrin and metalloproteinase domain-containing protein 10,1,1,1,1,1,1,1,1,1,1,1,1,1,162323.8438,256389.4219,140169.6406,113206.5703,67798.66406,76463.29688,101268.2578,72946.77344,192950.4531,70404.14063,92219.48438,94738.19531,70565.51563,3775,5962.5,3259.8,2632.7,1576.7,1778.2,2355.1,1696.4,4487.2,1637.3,2144.6,2203.2,1641.1
36384.08,9,O35639,Anxa3,Mus musculus,Annexin A3,8,6,8,7,8,9,6,8,6,7,7,7,8,94417.1875,107278.8203,116296.2813,74415.21094,71312.98438,145480.4063,69780.50781,77436.04688,56021.87109,65128.57813,101042.2578,85933.28906,79982.28906,24061.199,16853.801,24371.4,15373.1,16323.3,35516.398,9734.1,12357.5,10162.2,11529.4,20442.5,13611.9,13383.6
36724.05,3,O35640,Anxa8,Mus musculus,Annexin A8,3,2,2,2,2,3,1,2,0,2,3,1,2,74767.53906,7048.555664,25040.46094,10150.64941,18971.65234,29234.34375,13002.61426,17519.41797,NaN,40860.50781,35800.54688,21049.56641,15939.21484,8672.1,815.6,2369,946.1,1753.2,3373.4,764.8,1645.8,NaN,3774,4714.4,1238.1,1593.1
103934.85,8,O35643,Ap1b1,Mus musculus,AP-1 complex subunit beta-1,3,0,2,3,7,4,3,2,0,3,5,3,2,8709.697266,NaN,8622.352539,9182.382813,23133.25586,10156.55469,12377.43262,11404.65918,NaN,11679.97656,8330.580078,16211.24219,21791.78516,500.2,NaN,465.5,544.6,3384.3,716.7,761.3,341.8,NaN,740.5,1108.6,911,1049.5
44591.3,4,O35657,Neu1,Mus musculus,Sialidase-1,4,4,4,3,3,4,3,3,2,3,4,3,2,61369.30859,90163.35156,48011.33594,63146.04297,28552.26953,56718.96875,95843.88281,41866.34375,82225.16406,58329.85156,33452.91016,37711.46484,28308.44336,14058.7,18915.9,12996.4,10751.7,6597.4,14737,11857,5358.3,2615.6,7089.9,8429,7189.7,3562.4
56578.35,3,O35664,Ifnar2,Mus musculus,Interferon alpha/beta receptor 2,3,3,3,3,3,3,3,3,3,3,3,3,3,205862.3906,156031.1406,165505.3281,115426.4844,99307.42969,179559.0469,121259.1797,188119.1094,266148.3438,116054.6719,101444.4141,141833.6406,86466.83594,29868.699,24116.4,23619.199,13683.1,9567.2,25209.699,17729.199,25020.301,32488,15424.6,13075.6,16555.699,10179
33387.5,1,O35678,Mgll,Mus musculus,Monoglyceride lipase,0,0,0,1,1,1,0,0,0,0,1,0,1,NaN,NaN,NaN,11461.78125,96149.00781,5802.603516,NaN,NaN,NaN,NaN,35567.99609,NaN,11964.24316,NaN,NaN,NaN,603.3,5060.5,305.4,NaN,NaN,NaN,NaN,1872,NaN,629.7
49199.44,2,O35737,Hnrnph1,Mus musculus,Heterogeneous nuclear ribonucleoprotein H,2,0,1,1,2,2,2,2,0,1,2,2,2,5150.112305,NaN,8170.094238,9298.429688,33625.01172,9646.839844,11566.3916,7448.567383,NaN,10634.95215,11309.42969,10020.47559,7300.081543,518.6,NaN,473,538.3,3472.5,996.6,1166.1,775.2,NaN,615.7,1276,1015.5,765.5
44458.35,22,O35744,Chil3,Mus musculus,Chitinase-like protein 3,20,19,19,19,19,21,20,19,18,18,20,19,21,2533333.25,3643123.25,3246369.75,3992213,1164178.5,4904352,7626078.5,4571615,4830168.5,4479349,2064417.375,5461011,3569206.5,583729,809881.125,748765.125,969838.188,342389.094,1320328.375,2399836,1202739.25,992988.375,1523794.125,542505.5,1303499.75,946339.125
37548.78,2,O35864,Cops5,Mus musculus,COP9 signalosome complex subunit 5,1,0,1,1,2,2,1,0,0,1,2,0,2,7155.072754,NaN,5187.984375,43.25409317,33747.92969,787.3417969,4950.584473,NaN,NaN,7849.760254,16182.12207,NaN,6127.571289,444.8,NaN,322.5,0.3,1818.8,224.3,307.7,NaN,NaN,488,1043,NaN,399.9
37063.72,10,O35887,Calu,Mus musculus,Calumenin,8,6,9,7,5,9,6,9,6,6,9,7,6,94973.20313,137806.3906,143285.6406,105234.6406,73316.69531,72857.50781,69998.92969,78072.73438,93289.64063,85780.63281,55699.51563,89416.71875,71228.15625,27103,42238.199,41870.301,32464.301,17183.699,23579.699,20501.6,21606.6,28390,25699.1,19356.9,26738.9,19261.9
107888.58,4,O35902,Dsg3,Mus musculus,Desmoglein-3,4,1,1,3,3,4,4,4,4,4,4,3,4,29914.05469,17616.82617,8145.140137,21422.39453,10359.59375,27043.78906,51359.17188,60420.90625,27566.85742,50470.51172,14866.6084,30288.03516,21140.96289,2302.1,153.3,70.9,1720.4,1007.6,2359.6,3992.9,4478.4,2517.9,3022.1,1455.3,2230.9,2243.4
80055.4,1,O35930,Gp1ba,Mus musculus,Platelet glycoprotein Ib alpha chain,0,0,0,0,1,0,0,0,0,0,1,0,1,NaN,NaN,NaN,NaN,83584.63281,NaN,NaN,NaN,NaN,NaN,21929.34766,NaN,16363.27344,NaN,NaN,NaN,NaN,3634.1,NaN,NaN,NaN,NaN,NaN,953.4,NaN,711.4
21482.41,3,O35988,Sdc4,Mus musculus,Syndecan-4,3,3,3,3,3,3,2,2,2,3,3,3,3,442570.25,606337.625,589691.9375,358749.75,265755,486968.3438,405256.4688,469631.3125,718808.3125,178798.0313,360770.2188,481435.5938,303904.6563,136764.406,121168.898,129957.398,79270.797,55764.398,112152.703,120701,151407.094,196620.906,69099.203,124053.297,163289.297,86240.703
49027.88,2,O54734,Ddost,Mus musculus,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,2,0,2,0,2,2,0,2,0,2,2,2,2,57110.35547,NaN,52023.66406,NaN,49025.26563,42150.96484,NaN,43252.51953,NaN,46011.89844,35836.53125,35138.28516,42300.73828,4401.3,NaN,3769.1,NaN,3909.5,3761.1,NaN,3840.5,NaN,3403.5,2541.9,3248.9,3139.5
46382.96,1,O54743,Foxf2,Mus musculus,Forkhead box protein F2,1,1,1,1,1,1,1,1,1,1,1,1,1,777315.8125,2439546.5,3075000.5,2779613.25,1160325.5,529377.125,2368377.25,1086980.375,2398400,1130035.875,1459203.375,2439749,2800200,55522.602,174253.297,219642.906,198543.797,82880.398,37812.699,169169.797,77641.5,171314.297,80716.797,104228.797,174267.797,200014.297
115609.6,7,O54782,Man2b2,Mus musculus,Epididymis-specific alpha-mannosidase,6,6,5,7,6,4,7,6,7,7,4,7,6,33420.53516,46688.91406,37685.8125,45202.39453,19730.78125,32170.1875,32924.53516,43115.45703,42364.61719,38451.30469,25117.11523,37954.83203,20867.86719,2699.3,4255.5,3068.1,3776.5,1700.9,2521.5,2585,3546.5,3473.5,3317.2,1871.5,3370.4,1606.1
141434.9,3,O54824,Il16,Mus musculus,Pro-interleukin-16,0,0,1,1,0,3,2,0,0,1,0,2,1,NaN,NaN,1455.611572,10.14282131,NaN,3352.605713,5076.559082,NaN,NaN,2085.791992,NaN,2827.006104,821.9293213,NaN,NaN,18.4,0.1,NaN,370.9,237.3,NaN,NaN,114.7,NaN,57.1,7.6
41215.24,1,O54833,Csnk2a2,Mus musculus,Casein kinase II subunit alpha',0,1,0,1,1,1,0,1,0,1,1,0,1,NaN,1299.766113,NaN,4182.799805,24748.82031,5077.845703,NaN,1907.29187,NaN,3342.204346,9142.47168,NaN,2130.639893,NaN,65,NaN,209.1,1237.4,253.9,NaN,95.4,NaN,167.1,457.1,NaN,106.5
23009.99,1,O54879,Hmgb3,Mus musculus,High mobility group protein B3,1,1,1,1,1,1,1,1,1,1,1,1,1,5975.07959,14921.20605,12837.93848,14659.21094,13782.95898,18172.66211,26300.63086,16328.77051,14248.97754,10451.53516,6206.245117,21788.4082,16070.99609,995.8,2486.9,2139.7,2443.2,2297.2,3028.8,4383.4,2721.5,2374.8,1741.9,1034.4,3631.4,2678.5
120791.27,2,O54931,Pakap,Mus musculus,PALM2-AKAP2 fusion protein,2,2,2,2,2,2,1,1,1,1,2,1,2,24711.59961,31204.00391,20070.31445,24380.04883,18614.99023,18122.63086,13245.04004,15177.88184,26005.33594,14342.37793,10883.90918,25022.59961,17384.70508,730.6,1023.8,571.6,702.5,516,531,324.6,371.9,637.3,351.5,319.4,613.2,455.4
15173.21,1,O54974,Lgals7,Mus musculus,Galectin-7,1,0,1,1,1,1,1,1,1,1,1,1,1,48045.19922,NaN,18342.82227,58704.91406,110060.0313,52034.875,18343.90039,40252.25,16398.01953,65380.36328,43586.78516,25280.55078,15980.09375,5338.4,NaN,2038.1,6522.8,12228.9,5781.7,2038.2,4472.5,1822,7264.5,4843,2809,1775.6
38822.8,3,O54984,Get3,Mus musculus,ATPase GET3,2,1,2,2,3,2,2,2,2,3,3,2,3,15694.01758,13062.4248,13111.31445,12174.51953,60356.01563,17517.6875,16279.00684,14975.97363,13975.08301,15068.1875,34184.87109,16433.90039,19640.92773,1667.8,929.1,1435.1,1396.9,9043.7,2170,1743.8,1603.7,1479.8,1927.4,4843.9,1807.1,3175.9
97113.36,6,O54990,Prom1,Mus musculus,Prominin-1,6,5,6,6,6,6,5,6,5,6,6,6,6,410804.8125,248344.2031,568794.8125,647264.3125,333533.2813,293271.125,566470.75,792404.625,579395.9375,645648.625,400594.0625,472949.375,426132.5,32753.4,18845.4,72032.797,66936.398,27259.801,52821.898,33506.699,89882.797,68486.602,28805.9,37013.699,56120.699,22645.6
21694.19,2,O55022,Pgrmc1,Mus musculus,Membrane-associated progesterone receptor component 1,2,1,1,1,2,1,2,1,1,1,2,0,1,22497.63867,9382.90625,8222.296875,11948.55273,11150.47754,13218.78125,6095.415039,9325.018555,17540.28906,12025.03613,11900.28418,NaN,7626.488281,3849.2,902.2,790.6,1148.9,2556,1271,3094.6,896.6,1686.5,1156.2,1805.1,NaN,733.3
30436.22,5,O55023,Impa1,Mus musculus,Inositol monophosphatase 1,2,3,2,4,5,4,4,3,2,4,5,4,4,21018.87695,19872.64063,15527.15918,24961.29297,27531.94336,21700.82422,41177.23438,19575.75,30143.45117,13056.94531,37328.58594,22549.98828,23257.95313,3493.5,3497.6,2652.9,7561.3,11446,6633,10760.3,5267.7,1571.9,2870.1,11903.8,5222,6096
102449.23,2,O55029,Copb2,Mus musculus,Coatomer subunit beta',1,1,1,2,2,2,1,1,1,1,1,1,1,20784.76953,18270.16992,45080.82031,62804.35156,141092.9844,50318.97266,30883.43359,53215.23047,24612.16602,33102.74609,72550.83594,43692.71094,25346.19922,546,479.9,1184.2,1648.8,3852.5,1442.2,811.2,1397.8,646.5,869.5,1905.7,1147.7,665.8
14485.22,4,O55042,Snca,Mus musculus,Alpha-synuclein,0,0,0,0,4,0,0,0,0,0,2,0,1,NaN,NaN,NaN,NaN,107472.7891,NaN,NaN,NaN,NaN,NaN,46637.23438,NaN,8713.458008,NaN,NaN,NaN,NaN,37872.602,NaN,NaN,NaN,NaN,NaN,13324.9,NaN,1672.6
17347.95,2,O55057,Pde6d,Mus musculus,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",1,0,0,1,2,0,0,0,0,0,2,0,1,1059.071045,NaN,NaN,1535.182861,10090.64258,NaN,NaN,NaN,NaN,NaN,2444.117676,NaN,1010.025452,211.8,NaN,NaN,307,3839.4,NaN,NaN,NaN,NaN,NaN,1226.4,NaN,202
85965.78;81645.06;87150.48,1,O55106;P58404;Q9ERG2,Strn;Strn4;Strn3,Mus musculus,Striatin;Striatin-4;Striatin-3,1,0,1,0,0,1,1,1,0,1,1,1,1,6704.117188,NaN,3151.455078,NaN,NaN,14556.79492,3822.528564,5205.458008,NaN,7901.658691,2535.595459,6780.879883,4908.308105,159.6;209.5;197.2,NaN,75;98.5;92.7,NaN,NaN,346.6;454.9;428.1,91;119.5;112.4,123.9;162.7;153.1,NaN,188.1;246.9;232.4,60.4;79.2;74.6,161.4;211.9;199.4,116.9;153.4;144.4
